id,name_en,name_zh,category,group_code,status,source_url,first_seen,last_updated,brn,registered_address,company_type,date_of_incorporation,cr_matched_name,cr_match_ratio
138,CPC Construction Hong Kong Limited,其士基建香港有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,05014913,"22/F CHEVALIER COMMERCIAL CENTRE, 8 WANG HOI ROAD KOWLOON BAY, HONG KONG",Private company limited by shares,31-12-1976,CPC Construction Hong Kong Limited,1.0
139,CR Construction Company Limited,華營建築有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,02304599,"UNIT 3-16 LEVEL 32, STANDARD CHARTERED TOWER OF MILLENNIUM CITY 1, NO.388 KWUN TONG ROAD KWUN TONG, HONG KONG",Private company limited by shares,13-06-1967,CR Construction Company Limited,1.0
140,CR Construction Company Limited,華營建築有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,02304599,"UNIT 3-16 LEVEL 32, STANDARD CHARTERED TOWER OF MILLENNIUM CITY 1, NO.388 KWUN TONG ROAD KWUN TONG, HONG KONG",Private company limited by shares,13-06-1967,CR Construction Company Limited,1.0
141,Creative Concept Construction Company Limited,思建建築有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,39911911,"UNIT 1001-1003, 10/F,, ONE NORTH TOWER 1,, 8 HONG YIP STREET,, YUEN LONG N.T., HONG KONG",Private company limited by shares,21-10-2008,CREATIVE CONCEPT CONSTRUCTION COMPANY LIMITED,1.0
142,Crown Asia Engineering Limited,冠亞工程有限公司,Port Works,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,50839724,"ROOM 1802, 18/F.,, AITKEN VANSON CENTRE,, 61 HOI YUEN ROAD,, KWUN TONG, KOWLOON, HONG KONG",Private company limited by shares,25-09-2008,CROWN ASIA ENGINEERING LIMITED,1.0
143,CWF Piling & Civil Engineering Company Limited,聯邦打樁土木工程有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03491397,"14/F YAU LEE CTR 45 HOI YUEN RD, KWUN TONG KLN, HONG KONG",Private company limited by shares,28-03-1972,CWF PILING & CIVIL ENGINEERING COMPANY LIMITED,1.0
144,CWF Piling & Civil Engineering Company Limited,聯邦打樁土木工程有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03491397,"14/F YAU LEE CTR 45 HOI YUEN RD, KWUN TONG KLN, HONG KONG",Private company limited by shares,28-03-1972,CWF PILING & CIVIL ENGINEERING COMPANY LIMITED,1.0
145,Cycle Links Construction Company Limited,圓渾建築有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,21803069,"UNIT E, 10/F., WORLDWIDE CENTRE,, 123 TUNG CHAU STREET,, TAI KOK TSUI, KLN, HONG KONG",Private company limited by shares,29-05-1998,CYCLE LINKS CONSTRUCTION COMPANY LIMITED,1.0
146,Dao Kee Construction Company Limited,陶記營造廠有限公司,Buildings,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03500485,"5/F, ROOM 504-6,, HUA QIN INTERNATIONAL BLDG,, 340 QUEEN'S RD, CENTRAL, HONG KONG",Private company limited by shares,18-02-1972,DAO KEE CONSTRUCTION COMPANY LIMITED,1.0
147,Dao Kee Construction Company Limited,陶記營造廠有限公司,Roads & Drainage,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03500485,"5/F, ROOM 504-6,, HUA QIN INTERNATIONAL BLDG,, 340 QUEEN'S RD, CENTRAL, HONG KONG",Private company limited by shares,18-02-1972,DAO KEE CONSTRUCTION COMPANY LIMITED,1.0
148,Darwin Engineering Limited,達賢工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,59443722,"UNIT A, 19/F., REASON GROUP TOWER,, NO. 403 CASTLE PEAK ROAD,, KWAI CHUNG, NT, HONG KONG",Private company limited by shares,23-02-2012,Darwin Engineering Limited,1.0
149,Deson Development Limited,迪臣發展有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,11559896,"11/F, NANYANG PLAZA,, 57 HUNG TO RD,, KWUN TONG, KLN, HONG KONG",Private company limited by shares,01-03-1988,DESON DEVELOPMENT LIMITED,1.0
150,Dix Construction & Transportation Limited,迪時建築運輸有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,06692332,"UNIT 4B, 4/F,, GOLDFIELD INDUSTRIAL CENTRE,, 1 SUI WO ROAD,, FO TAN, SHATIN, NT, HONG KONG",Private company limited by shares,27-06-1980,DIX CONSTRUCTION & TRANSPORTATION LIMITED,1.0
151,Dix Construction & Transportation Limited,迪時建築運輸有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,06692332,"UNIT 4B, 4/F,, GOLDFIELD INDUSTRIAL CENTRE,, 1 SUI WO ROAD,, FO TAN, SHATIN, NT, HONG KONG",Private company limited by shares,27-06-1980,DIX CONSTRUCTION & TRANSPORTATION LIMITED,1.0
152,Dixie Engineering Company Limited,仁利工程有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12798229,"UNIT 21, 20/F., BLOCK A,, WAH LOK INDUSTRIAL CENTRE,, 31-41 SHAN MEI STREET,, FO TAN, SHATIN, NEW TERRITORIES,, HONG KONG",Private company limited by shares,30-05-1989,DIXIE ENGINEERING COMPANY LIMITED,1.0
153,Dixie Engineering Company Limited,仁利工程有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12798229,"UNIT 21, 20/F., BLOCK A,, WAH LOK INDUSTRIAL CENTRE,, 31-41 SHAN MEI STREET,, FO TAN, SHATIN, NEW TERRITORIES,, HONG KONG",Private company limited by shares,30-05-1989,DIXIE ENGINEERING COMPANY LIMITED,1.0
154,Dixie Engineering Company Limited,仁利工程有限公司,Waterworks,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,12798229,"UNIT 21, 20/F., BLOCK A,, WAH LOK INDUSTRIAL CENTRE,, 31-41 SHAN MEI STREET,, FO TAN, SHATIN, NEW TERRITORIES,, HONG KONG",Private company limited by shares,30-05-1989,DIXIE ENGINEERING COMPANY LIMITED,1.0
155,Dragages Hong Kong Limited,香港寶嘉建築有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09787041,"26/F,, TWO HARBOUR SQUARE,, 180 WAI YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,29-06-1984,DRAGAGES HONG KONG LIMITED,1.0
156,Dragages Hong Kong Limited,香港寶嘉建築有限公司,Port Works,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09787041,"26/F,, TWO HARBOUR SQUARE,, 180 WAI YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,29-06-1984,DRAGAGES HONG KONG LIMITED,1.0
157,Dragages Hong Kong Limited,香港寶嘉建築有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09787041,"26/F,, TWO HARBOUR SQUARE,, 180 WAI YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,29-06-1984,DRAGAGES HONG KONG LIMITED,1.0
158,Dragages Hong Kong Limited,香港寶嘉建築有限公司,Site Formation,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09787041,"26/F,, TWO HARBOUR SQUARE,, 180 WAI YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,29-06-1984,DRAGAGES HONG KONG LIMITED,1.0
159,Dragages Hong Kong Limited,香港寶嘉建築有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,09787041,"26/F,, TWO HARBOUR SQUARE,, 180 WAI YIP STREET,, KWUN TONG, KOWLOON,, HONG KONG",Private company limited by shares,29-06-1984,DRAGAGES HONG KONG LIMITED,1.0
160,E Man Construction Company Limited,裕民建築有限公司,Buildings,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03916652,"72-76/F, TWO INTERNATIONAL FINANCE CTR, 8 FINANCE ST CENTRAL, HONG KONG",Private company limited by shares,15-12-1972,E MAN CONSTRUCTION COMPANY LIMITED,1.0
161,E Man Construction Company Limited,裕民建築有限公司,Site Formation,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,03916652,"72-76/F, TWO INTERNATIONAL FINANCE CTR, 8 FINANCE ST CENTRAL, HONG KONG",Private company limited by shares,15-12-1972,E MAN CONSTRUCTION COMPANY LIMITED,1.0
162,Easy Way Engineering Limited,裕順工程有限公司,Roads & Drainage,B,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,58024579,"WORKSHOP A57, 24/F., REGENT'S PARK,, PRINCE INDUSTRIAL BUILDING,, NO. 706 PRINCE EDWARD ROAD EAST,, SAN PO KONG, KOWLOON,, HONG KONG",Private company limited by shares,02-03-2011,EASY WAY ENGINEERING LIMITED,1.0
163,Excel Engineering Company Limited,怡益工程有限公司,Buildings,A,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04744834,"155 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-05-1976,EXCEL ENGINEERING COMPANY LIMITED,1.0
164,Excel Engineering Company Limited,怡益工程有限公司,Roads & Drainage,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04744834,"155 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-05-1976,EXCEL ENGINEERING COMPANY LIMITED,1.0
165,Excel Engineering Company Limited,怡益工程有限公司,Waterworks,C,active,https://www.devb.gov.hk/filemanager/externaldb/list_contractor_80.js,2026-08-20T01:23:05,2026-08-20T01:25:25,04744834,"155 WATERLOO RD, KOWLOON TONG KLN, HONG KONG",Private company limited by shares,07-05-1976,EXCEL ENGINEERING COMPANY LIMITED,1.0
