REHAB_PROJ_KEY,BUILDING_NAME_ENG,BUILDING_NAME_CHI,BUILDING_ADDRESS_ENG,BUILDING_ADDRESS_CHI,DISTRICT,COMPLETION_YEAR,NUMBER_OF_UNITS,NUMBER_OF_STOREYS,REHABILITATION_COST,AVERAGE_CONTRIBUTION_PER_UNIT,OP_YEAR,SCHEME,SCOPE_OF_WORKS
2380,,,70-72 QUEEN'S ROAD WEST,皇后大道西70-72號,Central & Western,2015,16,6,1061399,66337.44,1971,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2189,Shun Tai Building,順泰大廈,121-131 First Street,第一街121至131號,Central & Western,2015,82,24,4922440,60029.76,1992,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Main Lobby Redecoration
2381,---,---,163 QUEEN'S ROAD WEST,皇后大道西163號,Central & Western,2014,7,6,911000,130142.86,1959,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Windows
3113,,,243 WING LOK STREET,243 永樂街,Central & Western,2015,6,5,534047.5,89007.92,1966,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Windows
3114,,,245 WING LOK STREET,245 永樂街,Central & Western,2015,6,5,534047.5,89007.92,1966,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Windows
3233,,,248-254 Queen's Road West,皇后大道西248至254號,Central & Western,2015,19,5,1612770,84882.63,1975,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2200,New Start Building,新昇大廈,330-336 Queen's Road West,皇后大道西330至336號,Central & Western,2015,48,22,3119600,64991.67,1992,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Main Lobby Redecoration
2486,Lee Wing Building,利榮大廈,3 SHANSI STREET,山西街3號,Kowloon City,2014,122,24,7855185,64386.76,1981,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
3399,,,5-7 PAK KUNG STREET,北拱街 5-7 號,Kowloon City,2016,18,6,942900,52383.33,1964,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Windows
2597,Wallsend House,和善樓,"9-11 MAIDSTONE LANE, To Kwa Wan, Kowloon",九龍土瓜灣美善同里9-11號,Kowloon City,2015,20,10,2151030,107551.5,1982,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
2188,Yan Lee Building,仁利大廈,21-23 San Wai Street,新圍街21-23號,Kowloon City,2015,28,10,2178749,77812.46,1966,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
3330,,,22 PAK TAI STREET & 3 MA HANG CHUNG ROAD,22 北帝街 及 3 馬坑涌道,Kowloon City,2015,24,11,990000,41250,1960,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
3329,,,24 & 24A PAK TAI STREET,24 & 24A 北帝街,Kowloon City,2015,42,11,1450000,34523.81,1960,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2652,Tak Man Building,德民大廈,29 Tak Man Street,德民街 29 號,Kowloon City,2015,149,17,6286854,42193.65,1984,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Main Lobby Redecoration
2690,Wah Bo Building,華寶大廈,"33-41 Bulkeley Street, Kowloon",九龍寶其利街33-41號,Kowloon City,2016,63,16,3884360,61656.51,1984,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
2448,Ming Yuet Building,明月大廈,47-51 Pau Chung Street,炮仗街 47-51 號,Kowloon City,2015,48,12,2951060,61480.42,1972,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
3341,,,53-55 South Wall Road,城南道53及55號,Kowloon City,2015,18,9,1340270,74459.44,1968,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Windows
2616,,,64 South Wall Road,城南道 64 號,Kowloon City,2015,8,8,487550,60943.75,1967,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof
2540,Pak Lee House,百利樓,65 Lion Rock Road,獅子石道 65 號,Kowloon City,2015,18,7,783000,43500,1984,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2562,,,79-81 Kai Tak Road,啟德道 79-81 號,Kowloon City,2016,17,6,1503000,88411.76,1969,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Repair Underground Drainage
2515,,,83 Tak Ku Ling Road,打鼓嶺道 83 號,Kowloon City,2015,6,6,750000,125000,1976,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
2646,,,118-128 Maidstone Road,美善同道118-128號,Kowloon City,2015,30,6,3143000,104766.67,1963,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes
2449,Pau Chung Building,寶峰大廈,152 Pau Chung Street,炮仗街 152 號,Kowloon City,2015,102,13,5200000,50980.39,1982,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Main Lobby Redecoration; Repair Underground Drainage
2435,To Kwa Wan Mansion,土瓜灣大廈,281-299A To Kwa Wan Road,土瓜灣道 281-299A 號,Kowloon City,2015,199,13,6260500,31459.8,1966,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
2182,Hau Hing Building,巧興大廈,290 Ma Tau Wai Road,馬頭圍道290號,Kowloon City,2013,17,6,1118145,65773.24,1974,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows; Repair Underground Drainage
2124,Goldtone Court,金時閣,420-424 Ma Tau Wai Road,馬頭圍道 420-424 號,Kowloon City,2015,35,11,2749595,78559.86,1992,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof
2364,Po Fai Building,寶暉大廈,435-439 CHATHAM ROAD NORTH,漆咸道北 435-439 號,Kowloon City,2016,57,26,3763160,66020.35,1984,CAS,Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Repair Underground Drainage
752,,,1-3 Hok Ling Street & 2-4 Tsun Fat Street,鶴齡街 1-3號 & 駿發街 2-4號,Kowloon City,2011,32,7,1398000,43687.5,1961,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
850,,,1-3 Lun Cheung Street & 2-4 Luk Ming Street,麟祥街 1-3號 & 鹿鳴街 2-4號,Kowloon City,2013,32,7,990000,30937.5,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
823,,,1-3 Pang Ching Street & 2-4 Ying Yeung Street,鵬程街1-3號 & 鷹揚街2-4號,Kowloon City,2011,32,7,794024,24813.25,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
744,,,1-3 Shim Luen Street & 2-4 Hung Wan Street,蟬聯街 1-3號&鴻運街2-4號,Kowloon City,2009,32,7,692000,21625,1961,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement/Repairing of Fire Rated Doors
839,,,1-3 Ying Yeung Street & 2-4 Lun Cheung Street,鷹揚街 1-3號 & 麟祥街2-4號,Kowloon City,2010,32,7,1279998.8,39999.96,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1118,,,1-5 Kai Ming Street & 1-3 Yuk Shing Street,啟明街 1-5號 & 玉成街1-3號,Kowloon City,2011,40,8,2083900,52097.5,1958,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors
1088,Cheong Lok Mansion,長樂大廈,1g-1k Baker Street,必嘉街1g-1k號,Kowloon City,2010,214,9,5280000,24672.9,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Windows
1110,Wah Lai Building,華麗大廈,2 Lo Lung Hang Street,老龍坑街 2 號,Kowloon City,2012,105,16,5519040,52562.29,1978,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
1130,,,2-6 Sze Chuen Street,四川街 2-6號,Kowloon City,2011,27,9,1158450,42905.56,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
1300,Po Kwong Building,寶光大樓,2C Ma Hang Chung Road,馬坑涌道 2C號,Kowloon City,2013,166,12,8176707,49257.27,1966,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
1298,Wah Fat Building,華發大廈,4-6 Ma Hang Chung Road,馬坑涌道 4-6號,Kowloon City,2013,158,13,5371950,33999.68,1975,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows; Repair Underground Drainage
1122,,,4-8 San Wai Street,新圍街 4-8 號,Kowloon City,2010,14,5,1613200,115228.57,1964,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
1200,Chung Hwa Building & Kiu Shing Building,中華大廈及橋盛大廈,5 Ma Hang Chung Road,馬坑涌道 5號,Kowloon City,2011,235,12,10700000,45531.91,1979,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Lift Renovation
1246,Shung Tse Houses,崇字大廈,"5-37 Sung Chi Street, 6-105 Sung Kit Street & 24-36A Bailey Street",崇志街5-37號，崇潔街6-105號及庇利街24-36A號,Kowloon City,2013,924,15,42951583.6,46484.4,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Lift Renovation
757,,,5-7 Hok Ling Street & 6-8 Tsun Fat Street,鶴齡街 5-7號 & 駿發街6-8號,Kowloon City,2010,32,7,936000,29250,1961,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
832,,,5-7 Lun Cheung Street & 6-8 Luk Ming Street,麟祥街 5-7號 & 鹿鳴街6-8號,Kowloon City,2010,32,7,748000,23375,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1209,Pak Tai Mansion Block B,北帝大廈B座,6-8 Pak Tai Street,北帝街 6-8號,Kowloon City,2011,34,9,1449250,42625,1962,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Electrical Installation Improvement; Replacement/Repairing of Windows
759,,,9-11 Tsun Fat Street & 10-12 Yin On Street,駿發街 9-11號 & 燕安街10-12號,Kowloon City,2010,32,7,680791.5,21274.73,1961,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Fire Services Installation Improvement
846,,,9-11 Ying Yeung Street & 10-12 Lun Cheung Street,鷹揚街 9-11號 & 麟祥街10-12號,Kowloon City,2009,32,7,725349,22667.16,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1103,,,10-16 San Wai Street,新圍街 10-16號,Kowloon City,2011,20,5,1500000,75000,1956,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
1108,,,11-13 Wan King Street,環景街 11-13號,Kowloon City,2011,37,9,1016962,27485.46,1960,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors
856,,,13-15 Fung Yi Street & 14-16 Lung To Street,鳳儀街 13-15號 & 龍圖街 14-16號,Kowloon City,2014,32,7,1378016,43063,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
858,,,13-15 Hing Yin Street & 14 -16 Hing Yan Street,興賢街 13-15號 & 興仁街14-16號,Kowloon City,2012,32,7,1489100,46534.38,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1198,Kam Tong Building,錦堂樓,16-34 Mok Cheong Street,木廠街 16-34號,Kowloon City,2011,277,12,8300000,29963.9,1967,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
857,,,17-19 Luk Ming Street & 18-20 Fung Yi Street,鹿鳴街 17及19號 及 鳳儀街 18及20號,Kowloon City,2015,32,8,1323800,41368.75,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
826,,,17-19 Pang Ching Street & 18-20 Ying Yeung Street,鵬程街 17-19號 & 鷹揚街18-20號,Kowloon City,2010,32,8,949000,29656.25,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
737,,,18-20 Lung To Street & 17-19 Fung Yi Street,龍圖街 18-20號 & 鳳儀街 17-19號,Kowloon City,2009,32,7,719000,22468.75,1960,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Replacement/Repairing of Windows
1143,Hung Wu Building,紅湖大廈,18-22 Wuhu Street,蕪湖街 18-22號,Kowloon City,2015,39,13,1900000,48717.95,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Windows; Repair Underground Drainage
1360,,,"19-21 Wing Yiu Street & 20-22 Hung Kwong Street, Tokwawan",永耀街 19-21 號及鴻光街 20-22 號,Kowloon City,2015,36,9,2748680,76352.22,1958,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
848,,,21-23 Fung Yi Street & 22-24 Lung To Street,鳳儀街 21-23號 & 龍圖街 22-24號,Kowloon City,2010,32,7,799600,24987.5,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
837,,,21-23 Luk Ming Street & 22-24 Fung Yi Street,鹿鳴街 21-23號 & 鳯儀街22-24號,Kowloon City,2010,32,7,1011000,31593.75,1960,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Removal of Unauthorized Building Works; Electrical Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1294,Wui Chuen Building,匯川大廈,21-25 Pak Tai Street,北帝街 21-25號,Kowloon City,2013,61,13,2872350,47087.7,1980,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Repair Underground Drainage
504,Perfect Mansion,必發樓,23-25 Gillies Avenue South,機利士南路 23-25號,Kowloon City,2009,61,16,2938000,48163.93,1979,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
991,,,25-27 Tsun Fat Street & 26-28 Yin On Street,駿發街 25-27 號 & 燕安街 26-28 號,Kowloon City,2012,32,7,1042500,32578.12,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement; Replacement/Repairing of Windows
1137,Ming Wah Court,明華閣,26 Sung Chi Street,崇志街 26號,Kowloon City,2012,92,16,4971957,54043.01,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Main Lobby Redecoration
2046,Wing Kin Building,永健樓,26-28 Pau Chung Street,炮仗街 26-28號,Kowloon City,2013,17,6,780000,45882.35,1979,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
758,,,26-28 Tsun Fat Street & 25-27 Hok Ling STreet,駿發街 26-28號＆鶴齡街25-27號,Kowloon City,2010,20,5,775500,38775,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Windows
992,,,26-28 Ying Yeung Street & 25-27 Pang Ching Street,鵬程街 25-27號 & 鷹揚街 26-28號,Kowloon City,2013,32,8,1905300,59540.63,1959,OBB(Cat2VW),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Electrical Installation Improvement; Fire Services Installation Improvement; Main Lobby Redecoration; Repair Underground Drainage
1296,,,27-29 Cheung Ning Street,長寧街 27-29號,Kowloon City,2013,18,9,1325900,73661.11,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes
1100,,,27-29 Whampoa Street,黃埔街 27-29號,Kowloon City,2010,24,8,957076,39878.17,1956,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Main Lobby Redecoration
938,Maidstone Apartment,美善同大廈,27-33 Maidstone Road,美善同道 27-33 號,Kowloon City,2015,40,10,2299200,57480,1957,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
679,Evergreen Villa,萬壽松大廈,28-34 Shing Tak Street,盛德街 28-34號,Kowloon City,2010,20,5,901000,45050,1959,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Electrical Installation Improvement
1079,Wang Fung Building,宏豐大廈,31-33 Chi Kiang Street,浙江街 31-33號,Kowloon City,2010,161,15,7239999,44968.94,1974,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement of Fresh Water Pipes; Replacement of Flushing Water Pipes; Re-roofing for Main Roof; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1102,,,31-35 Station Lane & 10 Kun Yam Street,差館里 31-35 號及觀音街 10 號,Kowloon City,2013,32,8,2503300,78228.12,1963,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
1205,Kiu Wing Building,僑榮大廈,32-40 Ma Tau Chung Road,馬頭涌道 32-40號,Kowloon City,2010,68,12,3158226.4,46444.51,1965,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Replacement of Drainage Pipes; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows; Lift Renovation
1199,Kin On Mansion,建安大廈,34-38 Tam Kung Road,譚公道 34-38號,Kowloon City,2012,122,12,3553784,29129.38,1973,OBB(Cat1),Concrete Repair; External Wall Re-painting/Re-tiling; Internal Wall Re-painting; Re-roofing for Main Roof; Electrical Installation Improvement; Fire Services Installation Improvement; Replacement/Repairing of Fire Rated Doors; Replacement/Repairing of Windows
