period,period_type,category,indicator,value,unit,source_file
2024-10,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Copper pipes - 22mm diameter pipes, 5.8m long",348.0,no.,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Diesel fuel - For industrial use (light),3468.0,200-litre drum,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Diesel fuel - For road use,2116.0,100 litre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Emulsion paint,68.0,litre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Epoxy coated cast iron pipes - 100mm diameter pipes, 3m long",640.0,no.,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,For industrial use (light),3468.0,200-litre drum,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,For road use,2116.0,100 litre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"GMS pipes - 100mm diameter pipes, 6m long",1257.0,no.,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Galvanised mild steel - Steel flats,11147.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Galvanised mild steel - Steel hollow sections,13635.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Galvanised mild steel - Steel plates,17103.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Glass - Clear float glass, 6mm thick",174.0,square metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Glass - Tinted glass, 6mm thick",281.0,square metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Glazed ceramic wall tiles - Colour tiles, 200mm x 200mm, include white",467.0,100 pieces,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5295.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Homogeneous floor tiles - Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Metal formwork - Steel plate, 4mm thick",5962.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Mosaic tiles - Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Mosaic tiles - Unglazed tiles, 25mm x 25mm",230.0,square metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,Paint - Acrylic paint,67.0,litre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Paint - Emulsion paint,68.0,litre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",86.0,square metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,Portland cement (ordinary),918.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Portland cement (ordinary),918.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,Sand,274.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,Sand,274.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Sawn hardwood, 50mm x 75mm column",6939.0,cubic metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,Steel flats,11147.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,Steel hollow sections,13635.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Steel plate, 4mm thick",5962.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,Steel plates,17103.0,tonne,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Steel reinforcement - High tensile steel bars, 10mm to 40mm",5295.0,tonne,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Timber formwork - Plywood, formwork, 19mm thick",86.0,square metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"Tinted glass, 6mm thick",281.0,square metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Unglazed tiles, 25mm x 25mm",230.0,square metre,B10600052024MM10B0100.xlsx
2024-10,monthly,material_wholesale_price,"Woodwork - Sawn hardwood, 50mm x 75mm column",6939.0,cubic metre,B10600052024MM10B0100.csv
2024-10,monthly,material_wholesale_price,"uPVC pipes - 32mm diameter pipes, 4m long",60.0,no.,B10600052024MM10B0100.csv
2024-11,monthly,material_wholesale_price,"100mm diameter pipes, 3m long",640.0,no.,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"100mm diameter pipes, 6m long",1257.0,no.,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"22mm diameter pipes, 5.8m long",345.0,no.,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"32mm diameter pipes, 4m long",60.0,no.,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Acrylic paint,67.0,litre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Aggregates,91.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Aggregates,91.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Clear float glass, 6mm thick",174.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm, include white",467.0,100 pieces,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Copper pipes - 22mm diameter pipes, 5.8m long",345.0,no.,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Diesel fuel - For industrial use (light),3482.0,200-litre drum,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Diesel fuel - For road use,2133.0,100 litre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Emulsion paint,68.0,litre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Epoxy coated cast iron pipes - 100mm diameter pipes, 3m long",640.0,no.,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,For industrial use (light),3482.0,200-litre drum,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,For road use,2133.0,100 litre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"GMS pipes - 100mm diameter pipes, 6m long",1257.0,no.,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Galvanised mild steel - Steel flats,11147.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Galvanised mild steel - Steel hollow sections,13635.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Galvanised mild steel - Steel plates,17103.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Glass - Clear float glass, 6mm thick",174.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Glass - Tinted glass, 6mm thick",281.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Glazed ceramic wall tiles - Colour tiles, 200mm x 200mm, include white",467.0,100 pieces,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5178.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Homogeneous floor tiles - Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Metal formwork - Steel plate, 4mm thick",5895.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Mosaic tiles - Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Mosaic tiles - Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Paint - Acrylic paint,67.0,litre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Paint - Emulsion paint,68.0,litre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",86.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Portland cement (ordinary),913.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Portland cement (ordinary),913.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Sand,282.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,Sand,282.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Sawn hardwood, 50mm x 75mm column",6955.0,cubic metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Steel flats,11147.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Steel hollow sections,13635.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Steel plate, 4mm thick",5895.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,Steel plates,17103.0,tonne,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Steel reinforcement - High tensile steel bars, 10mm to 40mm",5178.0,tonne,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Timber formwork - Plywood, formwork, 19mm thick",86.0,square metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"Tinted glass, 6mm thick",281.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052024MM11B0100.xlsx
2024-11,monthly,material_wholesale_price,"Woodwork - Sawn hardwood, 50mm x 75mm column",6955.0,cubic metre,B10600052024MM11B0100.csv
2024-11,monthly,material_wholesale_price,"uPVC pipes - 32mm diameter pipes, 4m long",60.0,no.,B10600052024MM11B0100.csv
2024-12,monthly,material_wholesale_price,"100mm diameter pipes, 3m long",640.0,no.,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"100mm diameter pipes, 6m long",1257.0,no.,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"22mm diameter pipes, 5.8m long",345.0,no.,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"32mm diameter pipes, 4m long",60.0,no.,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Acrylic paint,67.0,litre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Aggregates,88.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Aggregates,88.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Clear float glass, 6mm thick",173.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm, include white",460.0,100 pieces,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Copper pipes - 22mm diameter pipes, 5.8m long",345.0,no.,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Diesel fuel - For industrial use (light),3504.0,200-litre drum,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Diesel fuel - For road use,2136.0,100 litre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Emulsion paint,68.0,litre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Epoxy coated cast iron pipes - 100mm diameter pipes, 3m long",640.0,no.,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,For industrial use (light),3504.0,200-litre drum,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,For road use,2136.0,100 litre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"GMS pipes - 100mm diameter pipes, 6m long",1257.0,no.,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Galvanised mild steel - Steel flats,10536.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Galvanised mild steel - Steel hollow sections,13520.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Galvanised mild steel - Steel plates,16968.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Glass - Clear float glass, 6mm thick",173.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Glass - Tinted glass, 6mm thick",281.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Glazed ceramic wall tiles - Colour tiles, 200mm x 200mm, include white",460.0,100 pieces,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5135.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Homogeneous floor tiles - Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Metal formwork - Steel plate, 4mm thick",5895.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Mosaic tiles - Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Mosaic tiles - Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Paint - Acrylic paint,67.0,litre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Paint - Emulsion paint,68.0,litre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",86.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Portland cement (ordinary),910.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Portland cement (ordinary),910.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Sand,281.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,Sand,281.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Sawn hardwood, 50mm x 75mm column",6955.0,cubic metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Steel flats,10536.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Steel hollow sections,13520.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Steel plate, 4mm thick",5895.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,Steel plates,16968.0,tonne,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Steel reinforcement - High tensile steel bars, 10mm to 40mm",5135.0,tonne,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Timber formwork - Plywood, formwork, 19mm thick",86.0,square metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"Tinted glass, 6mm thick",281.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052024MM12B0100.xlsx
2024-12,monthly,material_wholesale_price,"Woodwork - Sawn hardwood, 50mm x 75mm column",6955.0,cubic metre,B10600052024MM12B0100.csv
2024-12,monthly,material_wholesale_price,"uPVC pipes - 32mm diameter pipes, 4m long",60.0,no.,B10600052024MM12B0100.csv
2025-01,monthly,material_wholesale_price,"100mm diameter pipes, 3m long",640.0,no.,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"100mm diameter pipes, 6m long",1257.0,no.,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"22mm diameter pipes, 5.8m long",345.0,no.,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"32mm diameter pipes, 4m long",60.0,no.,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Acrylic paint,67.0,litre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Aggregates,88.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Aggregates,88.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Clear float glass, 6mm thick",173.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm, include white",460.0,100 pieces,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Copper pipes - 22mm diameter pipes, 5.8m long",345.0,no.,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Diesel fuel - For industrial use (light),3542.0,200-litre drum,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Diesel fuel - For road use,2186.0,100 litre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Emulsion paint,68.0,litre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Epoxy coated cast iron pipes - 100mm diameter pipes, 3m long",640.0,no.,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,For industrial use (light),3542.0,200-litre drum,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,For road use,2186.0,100 litre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"GMS pipes - 100mm diameter pipes, 6m long",1257.0,no.,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Galvanised mild steel - Steel flats,10417.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Galvanised mild steel - Steel hollow sections,13416.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Galvanised mild steel - Steel plates,16832.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Glass - Clear float glass, 6mm thick",173.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Glass - Tinted glass, 6mm thick",286.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Glazed ceramic wall tiles - Colour tiles, 200mm x 200mm, include white",460.0,100 pieces,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5144.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Homogeneous floor tiles - Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Metal formwork - Steel plate, 4mm thick",5887.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Mosaic tiles - Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Mosaic tiles - Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Paint - Acrylic paint,67.0,litre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Paint - Emulsion paint,68.0,litre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",86.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Portland cement (ordinary),905.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Portland cement (ordinary),905.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Sand,287.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,Sand,287.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Sawn hardwood, 50mm x 75mm column",6955.0,cubic metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Steel flats,10417.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Steel hollow sections,13416.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Steel plate, 4mm thick",5887.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,Steel plates,16832.0,tonne,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Steel reinforcement - High tensile steel bars, 10mm to 40mm",5144.0,tonne,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Timber formwork - Plywood, formwork, 19mm thick",86.0,square metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"Tinted glass, 6mm thick",286.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052025MM01B0100.xlsx
2025-01,monthly,material_wholesale_price,"Woodwork - Sawn hardwood, 50mm x 75mm column",6955.0,cubic metre,B10600052025MM01B0100.csv
2025-01,monthly,material_wholesale_price,"uPVC pipes - 32mm diameter pipes, 4m long",60.0,no.,B10600052025MM01B0100.csv
2025-02,monthly,material_wholesale_price,"100mm diameter pipes, 3m long",640.0,no.,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"100mm diameter pipes, 6m long",1257.0,no.,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"22mm diameter pipes, 5.8m long",345.0,no.,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"32mm diameter pipes, 4m long",60.0,no.,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,Acrylic paint,67.0,litre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,Aggregates,90.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Aggregates,90.0,tonne,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Bitumen,9700.0,tonne,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"Clear float glass, 6mm thick",173.0,square metre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm, include white",460.0,100 pieces,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",106.0,square metre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"Copper pipes - 22mm diameter pipes, 5.8m long",345.0,no.,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Diesel fuel - For industrial use (light),3555.0,200-litre drum,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Diesel fuel - For road use,2239.0,100 litre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Emulsion paint,69.0,litre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"Epoxy coated cast iron pipes - 100mm diameter pipes, 3m long",640.0,no.,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,For industrial use (light),3555.0,200-litre drum,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,For road use,2239.0,100 litre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"GMS pipes - 100mm diameter pipes, 6m long",1257.0,no.,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Galvanised mild steel - Steel flats,10417.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Galvanised mild steel - Steel hollow sections,13316.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Galvanised mild steel - Steel plates,16832.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Glass - Clear float glass, 6mm thick",173.0,square metre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Glass - Tinted glass, 6mm thick",286.0,square metre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Glazed ceramic wall tiles - Colour tiles, 200mm x 200mm, include white",460.0,100 pieces,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5079.0,tonne,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,"Homogeneous floor tiles - Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Metal formwork - Steel plate, 4mm thick",5879.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Mosaic tiles - Glazed tiles, 45mm x 45mm",174.0,square metre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Mosaic tiles - Unglazed tiles, 25mm x 25mm",224.0,square metre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",262.0,square metre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,Paint - Acrylic paint,67.0,litre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Paint - Emulsion paint,69.0,litre,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",86.0,square metre,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,Portland cement (ordinary),901.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Portland cement (ordinary),901.0,tonne,B10600052025MM02B0100.xlsx
2025-02,monthly,material_wholesale_price,Sand,276.0,tonne,B10600052025MM02B0100.csv
2025-02,monthly,material_wholesale_price,Sand,276.0,tonne,B10600052025MM02B0100.xlsx
