period,period_type,category,indicator,value,unit,source_file
2017-02,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",165.0,square metre,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,Portland cement (ordinary),711.0,tonne,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,Sand,121.0,tonne,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,Steel angles,13873.0,tonne,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,Steel flats,10879.0,tonne,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,"Steel plate, 4mm thick",5017.0,tonne,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,Steel plates,9227.0,tonne,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",119.0,square metre,CLBM_Masterdata.xml
2017-02,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Aggregates,60.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Bitumen,5950.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,For industrial use (light),2038.0,200-litre drum,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,For road use,968.0,100 litre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4437.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5660.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",166.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Portland cement (ordinary),707.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Sand,121.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Steel angles,14623.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Steel flats,11071.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Steel plate, 4mm thick",5295.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,Steel plates,10011.0,tonne,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-03,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Aggregates,57.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Bitumen,6150.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",78.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,For industrial use (light),2039.0,200-litre drum,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,For road use,967.0,100 litre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4295.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5590.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",167.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Portland cement (ordinary),702.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Steel angles,14632.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Steel flats,11155.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Steel plate, 4mm thick",5288.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,Steel plates,10011.0,tonne,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-04,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Aggregates,59.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Bitumen,6150.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",78.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,For industrial use (light),2050.0,200-litre drum,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,For road use,957.0,100 litre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4270.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5520.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",168.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Portland cement (ordinary),702.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Sand,113.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Steel angles,14605.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Steel flats,11194.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Steel plate, 4mm thick",5284.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,Steel plates,10005.0,tonne,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-05,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Aggregates,57.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Bitumen,6150.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",77.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,For industrial use (light),2048.0,200-litre drum,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,For road use,957.0,100 litre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4303.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5570.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",168.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Sand,120.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Steel angles,14605.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Steel flats,11194.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Steel plate, 4mm thick",5284.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,Steel plates,10005.0,tonne,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-06,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Aggregates,67.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Bitumen,6150.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,For industrial use (light),2039.0,200-litre drum,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,For road use,960.0,100 litre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4562.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5670.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",168.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Sand,124.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Steel angles,14762.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Steel flats,11577.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Steel plate, 4mm thick",5332.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,Steel plates,10023.0,tonne,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-07,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Aggregates,63.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Bitumen,6150.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,For industrial use (light),2066.0,200-litre drum,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,For road use,980.0,100 litre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4933.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5860.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",169.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Sand,122.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Steel angles,15824.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Steel flats,11733.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Steel plate, 4mm thick",5396.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,Steel plates,10042.0,tonne,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-08,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Aggregates,57.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Bitumen,6150.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,For industrial use (light),2095.0,200-litre drum,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,For road use,1007.0,100 litre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4987.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5940.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",169.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",74.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Sand,113.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Steel angles,16049.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Steel flats,12055.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Steel plate, 4mm thick",5587.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,Steel plates,10123.0,tonne,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-09,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Aggregates,56.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Bitumen,6350.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,For industrial use (light),2109.0,200-litre drum,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,For road use,1016.0,100 litre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4896.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5840.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",169.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Sand,128.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4556.0,cubic metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Steel angles,16049.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Steel flats,12186.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Steel plate, 4mm thick",5662.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,Steel plates,10123.0,tonne,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-10,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Aggregates,59.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Bitumen,6483.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,For industrial use (light),2140.0,200-litre drum,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,For road use,1031.0,100 litre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",4852.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Mild steel round bars, 6mm to 20mm",5770.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Non-slip tile, 200mm x 200mm",169.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Plywood, formwork, 19mm thick",75.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Portland cement (ordinary),695.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Sand,126.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Sawn hardwood, 25mm thick plank",4654.0,cubic metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Sawn hardwood, 50 x 75mm column",5814.0,cubic metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Steel angles,16149.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Steel flats,12097.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Steel plate, 4mm thick",5712.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,Steel plates,10148.0,tonne,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"Unglazed tiles, 18mm x 18mm",122.0,square metre,CLBM_Masterdata.xml
2017-11,monthly,material_wholesale_price,"White tiles, 108mm x 108mm",243.0,100 pieces,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"32 mm diameter pipes, 4m long",52.0,no.,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Acrylic paint,50.0,litre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Aggregates,61.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Bitumen,6550.0,tonne,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Clear sheet glass, 5mm thick",157.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Colour tiles, 200mm x 200mm",440.0,100 pieces,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Concrete blocks, 100mm thick",76.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,Emulsion paint,53.0,litre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,For industrial use (light),2173.0,200-litre drum,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,For road use,1055.0,100 litre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Glass tiles, 25mm x 25mm",50.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"Glazed tiles, 45mm x 45mm",145.0,square metre,CLBM_Masterdata.xml
2017-12,monthly,material_wholesale_price,"High tensile steel bars, 10mm to 40mm",5035.0,tonne,CLBM_Masterdata.xml
